rank,gene,condition,n_suppress_effector,suppress_sum_absz,suppress_max_absz,suppress_cytokines,n_boost,boost_sum_absz,boost_max_absz,boost_cytokines
,ZNF445,Rest,0,,,,1,4.669,4.669,IL3
,ZNF470,Rest,0,,,,1,3.085,3.085,IFNG
,ZNF623,Rest,0,,,,2,9.046,4.926,"IFNG,TNF"
,ZNF710,Stim8hr,0,,,,1,4.097,4.097,IL2RA
,ZNF736,Rest,0,,,,1,4.753,4.753,IL2
,ZNF74,Stim8hr,0,,,,1,5.157,5.157,IL5
,ZNF816,Rest,0,,,,2,9.091000000000001,4.833,"IFNG,IL3"
,ZNF862,Rest,0,,,,1,4.379,4.379,CSF2
,ZNF880,Stim48hr,0,,,,1,4.635,4.635,IL2
,ZNF92,Stim48hr,0,,,,1,6.595,6.595,IL23R
,ZSCAN2,Stim8hr,0,,,,1,3.133,3.133,IFNG
,ZUP1,Stim48hr,0,,,,1,4.944,4.944,IL23R
,ZXDC,Stim48hr,0,,,,1,4.771,4.771,IL2
