gene,ensg,n_directions,n_total_gwas,n_immune_assoc,min_immune_pvalue,immune_traits,example_study,has_genetic_support,n_immune_disease_assoc,dis_min_pvalue,disease_categories,max_neglog10_immune_p,dis_max_neglog10_p
IL2RB,ENSG00000100385,3,66,22,9e-28,"eosinophil count; rheumatoid arthritis; Eosinophil count; eosinophil percentage of leukocytes; asthma; Asthma; Rheumatoid arthritis; Eosinophil percentage of white cells; Rheumatoid arthritis (ACPA-positive); eosinophil (absolute count, mean, inv-norm transformed); Asthma or chronic rhinosinusitis; systemic-onset juvenile idiopathic arthritis; rheumatoid factor-negative juvenile idiopathic arthritis; oligoarticular juvenile idiopathic arthritis; Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular); Type 1 diabetes; type 1 diabetes mellitus",GCST007065|PMID:30595370|Kichaev G,True,11,1e-15,RA(6); asthma-allergy(4); other-autoimmune(1); T1D(1),27.045757490560675,15.0
CBLB,ENSG00000114423,2,91,12,4e-34,autoimmune thyroid disease; multiple sclerosis; Multiple sclerosis; Autoimmune hypothyroidism; rheumatoid arthritis; Hypothyroidism or rheumatoid arthritis (pleiotropy); Lymphocytic thyroiditis; Hashimoto thyroiditis; Autoimmune thyroid disease; autoimmune disease; Autoimmune traits; eosinophil count; Eosinophil count,GCST90837324|PMID:41748903|Reeve MP,True,11,4e-34,other-autoimmune(6); MS(3); RA(2),33.39794000867204,33.39794000867204
INPP5D,ENSG00000168918,3,123,35,4e-39,"eosinophil count; Eosinophil count; eosinophil percentage of leukocytes; Eosinophil percentage of white cells; Eczematoid dermatitis; atopic eczema; Atopic dermatitis; eosinophil (fraction, mean, inv-norm transformed); eosinophil (fraction, maximum, inv-norm transformed); eosinophil (absolute count, mean, inv-norm transformed); eosinophil (absolute count, maximum, inv-norm transformed); eosinophil (fraction, minimum, inv-norm transformed); Allergic disease (asthma, hay fever or eczema); allergic rhinitis; Eosinophil percentage of granulocytes; eosinophil percentage of granulocytes; Eczema; Sum eosinophil basophil counts; allergic disease; Psoriasis; psoriasis; Hay fever and/or eczema; asthma",GCST90468069|PMID:39789286|Loya H,True,8,1e-14,asthma-allergy(7); psoriasis(1),38.39794000867204,14.0
MED1,ENSG00000125686,2,31,8,8e-23,asthma; Asthma in any disease; childhood onset asthma; Asthma (childhood onset); leukocyte quantity; Asthma; atopic asthma; Atopic asthma; Nonatopic asthma; systemic lupus erythematosus; Systemic lupus erythematosus,GCST009841|PMID:31669095|Zhu Z,True,7,8e-23,asthma-allergy(6); SLE(1),22.096910013008056,22.096910013008056
ITK,ENSG00000113263,3,38,8,8e-14,eosinophil count; Eosinophil count; Autoimmune hypothyroidism; autoimmune thyroid disease; Asthma; asthma; adult onset asthma; Asthma (adult onset); atopic eczema; Atopic dermatitis; multiple sclerosis; Multiple sclerosis,GCST90837324|PMID:41748903|Reeve MP,True,5,8e-14,asthma-allergy(3); other-autoimmune(1); MS(1),13.096910013008056,13.096910013008056
BHLHE40,ENSG00000134107,3,33,5,2e-13,atopic eczema; Atopic dermatitis; Autoimmune hypothyroidism; autoimmune thyroid disease; Psoriasis vulgaris; psoriasis vulgaris,GCST90837324|PMID:41748903|Reeve MP,True,5,2e-13,asthma-allergy(3); other-autoimmune(1); psoriasis(1),12.698970004336019,12.698970004336019
SGF29,ENSG00000176476,3,86,5,3e-10,"inflammatory bowel disease; allergic disease; Allergic disease (asthma, hay fever or eczema); Eczematoid dermatitis; Eczema; FVC or inflammatory bowel disease (pleiotropy); FEV1 or inflammatory bowel disease (pleiotropy)",GCST007075|PMID:30595370|Kichaev G,True,5,3e-10,asthma-allergy(3); IBD(2),9.522878745280337,9.522878745280337
IRF8,ENSG00000140968,2,180,22,8e-104,"Lymphocyte-to-monocyte ratio; lymphocyte:monocyte ratio; lymphocyte count; systemic lupus erythematosus; Systemic lupus erythematosus; lymphocyte (fraction, mean, inv-norm transformed); lymphocyte (fraction, maximum, inv-norm transformed); lymphocyte percentage of leukocytes; eosinophil count; lymphocyte amount; Lymphocyte percentage (UKB data field 30180); Sum neutrophil eosinophil counts; amount of leukocyte immunoglobulin-like receptor subfamily A member 5 (human) in blood; Lymphocyte percentage of white cells; Autoimmune hypothyroidism; autoimmune thyroid disease; lymphocyte (fraction, minimum, inv-norm transformed); Systemic lupus erythematosus (MTAG)",GCST90056181|PMID:34469753|Kachuri L,True,5,7e-28,SLE(4); other-autoimmune(1),103.09691001300806,27.154901959985743
COX19,ENSG00000240230,2,65,12,1e-15,lymphocyte count; Lymphocyte count; Crohn disease; Crohn's disease; inflammatory bowel disease; Inflammatory bowel disease; Lymphocyte count (UKB data field 30120); lymphocyte percentage of leukocytes; Lymphocyte percentage of white cells; Crohn's disease or Leprosy (opposite effect); lymphocyte amount,GCST90468082|PMID:39789286|Loya H,True,5,7e-14,IBD(5),15.0,13.154901959985743
ADAM19,ENSG00000135074,2,90,6,8e-12,asthma; Asthma; Nonatopic asthma; Asthma in any disease; Eosinophil percentage of white cells; eosinophil percentage of leukocytes; Age of onset of adult onset asthma; age of onset of asthma; Inflammatory skin disease; psoriasis,GCST90468112|PMID:39789286|Loya H,True,5,8e-12,asthma-allergy(4); psoriasis(1),11.096910013008056,11.096910013008056
RFT1,ENSG00000163933,2,107,5,1e-13,Crohn disease; Crohn's disease; Immune reponse to smallpox (secreted IL-2); multiple sclerosis; Multiple sclerosis,GCST90446792|PMID:37156999|Liu Z,True,4,1e-13,IBD(3); MS(1),13.0,13.0
STAT5A,ENSG00000126561,2,15,5,8e-11,asthma; Asthma; inflammatory bowel disease; Inflammatory bowel disease (MTAG); Asthma or chronic rhinosinusitis; leukocyte quantity; Age of onset of childhood onset asthma; age of onset of childhood onset asthma,GCST90652530|PMID:41213931|Saarentaus EC,True,4,8e-11,asthma-allergy(3); IBD(1),10.096910013008056,10.096910013008056
EMC2,ENSG00000104412,3,29,3,8e-24,androgenetic alopecia; alopecia,GCST006661|PMID:28196072|Hagenaars SP,True,3,8e-24,other-autoimmune(3),23.096910013008056,23.096910013008056
ATP2A2,ENSG00000174437,3,61,4,4e-19,Crohn disease; Crohn's disease; myeloid leukocyte count; inflammatory bowel disease; Inflammatory bowel disease,GCST90002375|PMID:32888493|Chen MH,True,3,1e-10,IBD(3),18.397940008672037,10.0
MALT1,ENSG00000172175,3,10,5,4e-13,"multiple sclerosis; eosinophil count; Multiple sclerosis; eosinophil (fraction, mean, inv-norm transformed); Eosinophil count; Multiple sclerosis (MTAG)",GCST90479605|PMID:39024449|Verma A,True,3,4.9999999999999995e-11,MS(3),12.397940008672037,10.301029995663981
CD3E,ENSG00000198851,3,24,3,5e-08,Crohn disease; Crohn's disease; Crohn's disease (Tractor method with African ancestry),GCST90446793|PMID:37156999|Liu Z,True,3,5e-08,IBD(3),7.301029995663981,7.301029995663981
COMMD7,ENSG00000149600,2,47,5,2e-18,"Lymphocyte-to-monocyte ratio; lymphocyte:monocyte ratio; ulcerative colitis; Crohn disease; ankylosing spondylitis; psoriasis; Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy); inflammatory bowel disease; Inflammatory bowel disease; Ulcerative colitis",GCST90056181|PMID:34469753|Kachuri L,True,3,4e-09,IBD(3); other-autoimmune(1); psoriasis(1),17.69897000433602,8.397940008672037
PPCDC,ENSG00000138621,2,64,9,9e-14,leukocyte quantity; Eczematoid dermatitis; lymphocyte percentage of leukocytes; Lymphocyte percentage (UKB data field 30180); myeloid leukocyte count; Eczema; lymphocyte count; Lymphocyte count; Hay fever and/or eczema; allergic rhinitis; systemic lupus erythematosus; Systemic lupus erythematosus (MTAG),GCST90468083|PMID:39789286|Loya H,True,3,2e-11,asthma-allergy(2); SLE(1),13.045757490560675,10.698970004336019
ME3,ENSG00000151376,2,103,5,3e-11,lymphocyte count; Lymphocyte count; Asthma exacerbations in inhaled corticosteroid treatment; asthma exacerbation measurement; chemotherapy-induced alopecia; Adverse response to chemotherapy in breast cancer (alopecia) (anti-microtubule),GCST90002316|PMID:32888493|Chen MH,True,3,2e-07,asthma-allergy(2); other-autoimmune(1),10.522878745280337,6.698970004336019
MFSD6,ENSG00000151690,2,40,3,1e-10,systemic lupus erythematosus; Systemic lupus erythematosus (MTAG); juvenile idiopathic arthritis; Arthritis (juvenile idiopathic); autoimmune disease; Autoimmune traits,GCST90270940|PMID:36750564|Khunsriraksakul C,True,3,1e-10,other-autoimmune(2); SLE(1),10.0,10.0
TRAF6,ENSG00000175104,2,12,4,1e-07,rheumatoid arthritis; Rheumatoid arthritis; Idiopathic inflammatory myopathy,GCST002318|PMID:24390342|Okada Y,True,3,1e-07,RA(3),7.0,7.0
CD2,ENSG00000116824,3,8,2,8e-15,Autoimmune hypothyroidism; autoimmune thyroid disease; Graves' disease; Graves disease,GCST90837324|PMID:41748903|Reeve MP,True,2,8e-15,other-autoimmune(2),14.096910013008056,14.096910013008056
HEXIM1,ENSG00000186834,3,33,2,3.0000000000000004e-08,childhood onset asthma; Asthma (childhood onset); Eczematoid dermatitis; Eczema,GCST009841|PMID:31669095|Zhu Z,True,2,3.0000000000000004e-08,asthma-allergy(2),7.522878745280337,7.522878745280337
MTG1,ENSG00000148824,3,6,2,6e-07,Type 1 diabetes; type 1 diabetes mellitus; systemic lupus erythematosus; Systemic lupus erythematosus,GCST90013791|PMID:39749473|Crouch DJM,True,2,6e-07,T1D(1); SLE(1),6.221848749616356,6.221848749616356
PTEN,ENSG00000171862,2,156,34,2e-46,"eosinophil count; leukocyte quantity; Eosinophil count; eosinophil percentage of leukocytes; Eosinophil percentage of white cells; myeloid leukocyte count; lymphocyte percentage of leukocytes; Endometriosis or asthma (pleiotropy); asthma; Sum eosinophil basophil counts; eosinophil (absolute count, mean, inv-norm transformed); eosinophil (absolute count, maximum, inv-norm transformed); Eosinophil percentage of granulocytes; eosinophil percentage of granulocytes; Lymphocyte percentage (UKB data field 30180); Lymphocyte percentage of white cells",GCST90002298|PMID:32888493|Chen MH,True,2,2e-09,asthma-allergy(2),45.69897000433602,8.698970004336019
RPRD2,ENSG00000163125,2,92,2,2e-41,atopic eczema; Atopic dermatitis,GCST90244787|PMID:37794016|Budu-Aggrey A,True,2,2e-41,asthma-allergy(2),40.69897000433602,40.69897000433602
EFR3A,ENSG00000132294,2,50,2,3e-11,drug allergy; Personal history of allergy to medicinal agents (PheCode 977); atopic eczema; Atopic dermatitis,GCST90480644|PMID:39024449|Verma A,True,2,3e-11,asthma-allergy(2),10.522878745280337,10.522878745280337
ZC3H10,ENSG00000135482,2,2,2,1e-08,age of onset of type 1 diabetes mellitus; Age of onset of type 1 diabetes; systemic sclerosis; Systemic sclerosis,GCST90432073|PMID:38453145|Michalek DA,True,2,1e-08,T1D(1); other-autoimmune(1),8.0,8.0
DPH5,ENSG00000117543,2,7,2,6.000000000000001e-08,ulcerative colitis; Ulcerative colitis; inflammatory bowel disease; Inflammatory bowel disease,GCST003045|PMID:26192919|Liu JZ,True,2,6.000000000000001e-08,IBD(2),7.221848749616356,7.221848749616356
NSD1,ENSG00000165671,3,282,6,3e-22,lymphocyte count; Lymphocyte count; leukocyte quantity; Asthma; asthma,GCST90002316|PMID:32888493|Chen MH,True,1,1e-10,asthma-allergy(1),21.522878745280337,10.0
ZAP70,ENSG00000115085,3,33,2,3.0000000000000003e-13,eosinophil count; Eosinophil count; Graves' disease; Graves disease,GCST90056180|PMID:34469753|Kachuri L,True,1,2e-08,other-autoimmune(1),12.522878745280337,7.698970004336019
ARNT,ENSG00000143437,3,73,2,3e-12,childhood onset asthma; Asthma (childhood onset); leukocyte quantity,GCST009841|PMID:31669095|Zhu Z,True,1,3e-12,asthma-allergy(1),11.522878745280337,11.522878745280337
TMX1,ENSG00000139921,3,12,1,7e-06,Response to cyclophosphamide in systemic lupus erythematosus with lupus nephritis,GCST003445|PMID:26980576|Kim K,True,1,7e-06,SLE(1),5.154901959985743,5.154901959985743
CCDC12,ENSG00000160799,2,83,12,2e-54,leukocyte quantity; lymphocyte count; Lymphocyte count; Platelet-to-lymphocyte ratio; platelet-to-lymphocyte ratio; Macrophage inflammatory protein 1b levels; neutrophil-to-lymphocyte ratio; Neutrophil-to-lymphocyte ratio; Graves' disease; Graves disease,GCST90085815|PMID:34469753|Kachuri L,True,1,1e-08,other-autoimmune(1),53.69897000433602,8.0
GTF3C5,ENSG00000148308,2,44,5,7e-28,"eosinophil (absolute count, maximum, inv-norm transformed); eosinophil count; eosinophil percentage of leukocytes; Type 1 diabetes; type 1 diabetes mellitus",GCST90475288|PMID:39024449|Verma A,True,1,4e-17,T1D(1),27.154901959985743,16.397940008672037
EGR2,ENSG00000122877,2,161,14,8e-28,eosinophil count; Eosinophil count; eosinophil percentage of leukocytes; Platelet-to-lymphocyte ratio; platelet-to-lymphocyte ratio; lymphocyte count; Lymphocyte count; Lymphocyte count (UKB data field 30120); Eosinophil percentage of white cells; atopic eczema; Atopic dermatitis,GCST007065|PMID:30595370|Kichaev G,True,1,3.0000000000000004e-09,asthma-allergy(1),27.096910013008056,8.522878745280337
STK11,ENSG00000118046,2,33,6,8e-22,"lymphocyte count; Lymphocyte count; lymphocyte percentage of leukocytes; Lymphocyte percentage of white cells; Lymphocyte count (UKB data field 30120); Lymphocyte percentage (UKB data field 30180); Crohn disease; ankylosing spondylitis; psoriasis; Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy); ulcerative colitis",GCST90002388|PMID:32888494|Vuckovic D,True,1,4e-09,IBD(1); other-autoimmune(1); psoriasis(1),21.096910013008056,8.397940008672037
DDX39B,ENSG00000198563,2,34,3,5.0000000000000005e-17,lymphocyte percentage of leukocytes; Lymphocyte percentage (UKB data field 30180); Lymphocyte side fluorescence; lymphocyte amount; atopic eczema; Atopic dermatitis,GCST90468083|PMID:39789286|Loya H,True,1,2e-06,asthma-allergy(1),16.30102999566398,5.698970004336019
NRBP1,ENSG00000115216,2,70,1,5e-16,Crohn disease; Crohn's disease,GCST001729|PMID:23128233|Jostins L,True,1,5e-16,IBD(1),15.301029995663981,15.301029995663981
MAX,ENSG00000125952,2,188,13,2e-14,"eosinophil count; Eosinophil count; leukocyte quantity; Leukocyte telomere length; eosinophil (absolute count, maximum, inv-norm transformed); eosinophil (absolute count, mean, inv-norm transformed); Eosinophil percentage of white cells; eosinophil percentage of leukocytes; Asthma or chronic rhinosinusitis; asthma",GCST90002298|PMID:32888493|Chen MH,True,1,2e-08,asthma-allergy(1),13.698970004336019,7.698970004336019
METTL1,ENSG00000037897,2,9,1,4.9999999999999995e-11,multiple sclerosis; Multiple sclerosis,GCST000425|PMID:19525955|Bahlo M,True,1,4.9999999999999995e-11,MS(1),10.301029995663981,10.301029995663981
CYCS,ENSG00000172115,2,15,2,8e-10,lymphocyte count; T cell lymphocyte profile difference (90 days post influenza vaccination); systemic lupus erythematosus; Systemic lupus erythematosus,GCST011879|PMID:33230199|Okada D,True,1,2e-06,SLE(1),9.096910013008056,5.698970004336019
IFNGR1,ENSG00000027697,2,52,1,4e-09,Graves' disease; Graves disease,GCST90627745|PMID:41644669|White SL,True,1,4e-09,other-autoimmune(1),8.397940008672037,8.397940008672037
MTX2,ENSG00000128654,2,31,1,4e-09,alopecia,GCST006661|PMID:28196072|Hagenaars SP,True,1,4e-09,other-autoimmune(1),8.397940008672037,8.397940008672037
SCAF4,ENSG00000156304,2,46,1,4e-09,Joint damage progression in ACPA-negative rheumatoid arthritis,GCST003256|PMID:26077402|de Rooy DP,True,1,4e-09,RA(1),8.397940008672037,8.397940008672037
ARID4B,ENSG00000054267,2,25,2,9.000000000000001e-09,Lymphocyte-to-monocyte ratio; lymphocyte:monocyte ratio; Asthma; asthma,GCST90056181|PMID:34469753|Kachuri L,True,1,3e-06,asthma-allergy(1),8.045757490560675,5.522878745280337
RTRAF,ENSG00000087302,2,7,1,1e-08,Graves' disease; Graves disease,GCST90627744|PMID:41644669|White SL,True,1,1e-08,other-autoimmune(1),8.0,8.0
IRF2BP1,ENSG00000170604,2,95,1,2e-08,Graves' disease; Graves disease,GCST90627744|PMID:41644669|White SL,True,1,2e-08,other-autoimmune(1),7.698970004336019,7.698970004336019
MED15,ENSG00000099917,2,13,1,2e-08,Psoriasis; psoriasis,GCST90472771|PMID:40021644|Dand N,True,1,2e-08,psoriasis(1),7.698970004336019,7.698970004336019
EPB41L3,ENSG00000082397,2,63,1,7e-08,vasculitis; Kawasaki disease or immunoglobulin A vasculitis (pleiotropy),GCST90095078|PMID:33993232|Carmona EG,True,1,7e-08,other-autoimmune(1),7.154901959985743,7.154901959985743
FANCL,ENSG00000115392,2,18,1,7e-08,juvenile idiopathic arthritis; Arthritis (juvenile idiopathic),GCST90239777|PMID:35347896|Li J,True,1,7e-08,other-autoimmune(1),7.154901959985743,7.154901959985743
SEC14L1,ENSG00000129657,2,14,1,2e-07,Autoimmune hypothyroidism; autoimmune thyroid disease,GCST90837324|PMID:41748903|Reeve MP,True,1,2e-07,other-autoimmune(1),6.698970004336019,6.698970004336019
SMPD1,ENSG00000166311,2,25,1,2e-07,Diisocyanate-induced asthma; asthma,GCST002875|PMID:25918132|Yucesoy B,True,1,2e-07,asthma-allergy(1),6.698970004336019,6.698970004336019
ATF7IP2,ENSG00000166669,2,36,1,1e-06,Subjective response to placebo treatment in childhood asthma (change in cough/wheeze),GCST009277|PMID:31557306|Wang RS,True,1,1e-06,asthma-allergy(1),6.0,6.0
AEBP2,ENSG00000139154,2,38,1,2e-06,Crohn disease; Crohn's disease (Tractor method with Amerindian ancestry),GCST90825982|PMID:41661118|Beecham AH,True,1,2e-06,IBD(1),5.698970004336019,5.698970004336019
GTF2H5,ENSG00000272047,2,12,1,4.9999999999999996e-06,systemic sclerosis; Systemic sclerosis,GCST005336|PMID:29293537|Gorlova OY,True,1,4.9999999999999996e-06,other-autoimmune(1),5.301029995663981,5.301029995663981
PHIP,ENSG00000146247,2,41,1,6e-06,Sjogren syndrome,GCST004879|PMID:24097067|Lessard CJ,True,1,6e-06,other-autoimmune(1),5.221848749616356,5.221848749616356
TSC1,ENSG00000165699,2,11,1,6e-06,Psoriasis; psoriasis,GCST000322|PMID:19169254|Nair RP,True,1,6e-06,psoriasis(1),5.221848749616356,5.221848749616356
UFM1,ENSG00000120686,2,6,1,8e-06,Crohn's disease (Tractor method with European ancestry); Crohn disease,GCST90825978|PMID:41661118|Beecham AH,True,1,8e-06,IBD(1),5.096910013008056,5.096910013008056
COASY,ENSG00000068120,2,32,1,1e-05,Crohn's disease (Tractor method with European ancestry); Crohn disease,GCST90825978|PMID:41661118|Beecham AH,True,1,1e-05,IBD(1),5.0,5.0
ELOB,ENSG00000103363,3,8,3,1e-45,eosinophil count; Eosinophil count; Sum eosinophil basophil counts,GCST90002298|PMID:32888493|Chen MH,True,0,,,45.0,
TADA2B,ENSG00000173011,3,34,6,4e-31,Lymphocyte-to-monocyte ratio; lymphocyte:monocyte ratio; Leukocyte telomere length; lymphocyte percentage of leukocytes; Lymphocyte percentage of white cells; myeloid leukocyte count; eosinophil count; Sum neutrophil eosinophil counts,GCST90056181|PMID:34469753|Kachuri L,True,0,,,30.397940008672037,
CARMIL2,ENSG00000159753,3,19,6,3e-27,lymphocyte count; Lymphocyte count; eosinophil count; Eosinophil count; inflammatory biomarker measurement; Inflammatory markers and poor diet (confirmatory factor analysis Factor 30),GCST90002316|PMID:32888493|Chen MH,True,0,,,26.522878745280337,
TADA1,ENSG00000152382,3,22,6,9e-25,leukocyte quantity; myeloid leukocyte count,GCST90662906|PMID:40436827|Jee YH,True,0,,,24.045757490560675,
CPSF6,ENSG00000111605,3,75,2,2e-23,lymphocyte amount; Lymphocyte-to-monocyte ratio; lymphocyte:monocyte ratio,GCST90309369|PMID:38965376|Carey CE,True,0,,,22.69897000433602,
VPS45,ENSG00000136631,3,29,2,2e-21,leukocyte quantity,GCST90026503|PMID:34107879|Hu Y,True,0,,,20.69897000433602,
TNPO1,ENSG00000083312,3,137,2,3.0000000000000003e-13,lymphocyte count; Lymphocyte count; leukocyte quantity,GCST90002320|PMID:32888493|Chen MH,True,0,,,12.522878745280337,
WAC,ENSG00000095787,3,46,1,1e-12,eosinophil count; Eosinophil count,GCST90134621|PMID:35935937|Hoglund J,True,0,,,12.0,
TRIP12,ENSG00000153827,3,76,1,6.999999999999999e-11,lymphocyte count; Lymphocyte count,GCST90018962|PMID:34594039|Sakaue S,True,0,,,10.154901959985743,
SEL1L,ENSG00000071537,3,13,4,1e-10,lymphocyte count; Lymphocyte count,GCST90002316|PMID:32888493|Chen MH,True,0,,,10.0,
NAF1,ENSG00000145414,2,42,10,2e-74,Leukocyte telomere length; Leukocyte telomere length or severe COVID-19 infection (MTAG); Leukocyte telomere length or COVID-19 infection (MTAG),GCST90709782|PMID:38837026|Liu WS,True,0,,,73.69897000433602,
PPP4C,ENSG00000149923,2,17,4,2e-36,eosinophil percentage of leukocytes; eosinophil count; Eosinophil count; Eosinophil percentage of white cells,GCST90002382|PMID:32888494|Vuckovic D,True,0,,,35.69897000433602,
SMG9,ENSG00000105771,2,37,6,6e-34,lymphocyte count; Lymphocyte count,GCST90002316|PMID:32888493|Chen MH,True,0,,,33.221848749616356,
ENO1,ENSG00000074800,2,58,12,1e-31,leukocyte quantity; myeloid leukocyte count; eosinophil count; Sum neutrophil eosinophil counts; inflammatory biomarker measurement; Inflammatory markers and poor diet (confirmatory factor analysis Factor 30),GCST90002374|PMID:32888493|Chen MH,True,0,,,31.0,
ATG14,ENSG00000126775,2,20,6,2e-24,eosinophil count; Eosinophil count; eosinophil percentage of leukocytes; Eosinophil percentage of white cells; leukocyte quantity,GCST90002298|PMID:32888493|Chen MH,True,0,,,23.69897000433602,
AHR,ENSG00000106546,2,282,10,6e-23,"eosinophil count; Eosinophil count; eosinophil percentage of leukocytes; Eosinophil percentage of white cells; eosinophil (fraction, mean, inv-norm transformed)",GCST007065|PMID:30595370|Kichaev G,True,0,,,22.221848749616356,
FNBP4,ENSG00000109920,2,54,1,2e-22,leukocyte quantity,GCST90480725|PMID:39024449|Verma A,True,0,,,21.69897000433602,
SRP9,ENSG00000143742,2,57,6,3.0000000000000002e-18,lymphocyte count; Lymphocyte count; Lymphocyte count (UKB data field 30120); leukocyte quantity,GCST90002316|PMID:32888493|Chen MH,True,0,,,17.522878745280337,
HEATR3,ENSG00000155393,2,50,3,1e-16,leukocyte quantity,GCST90662906|PMID:40436827|Jee YH,True,0,,,16.0,
TNRC6A,ENSG00000090905,2,222,3,1e-15,leukocyte quantity,GCST90662906|PMID:40436827|Jee YH,True,0,,,15.0,
LETM2,ENSG00000165046,2,27,2,2e-15,lymphocyte count; Lymphocyte count,GCST90002316|PMID:32888493|Chen MH,True,0,,,14.698970004336019,
CCNT1,ENSG00000129315,2,11,3,1e-14,leukocyte quantity; myeloid leukocyte count,GCST007070|PMID:30595370|Kichaev G,True,0,,,14.0,
CREBBP,ENSG00000005339,2,36,2,6.000000000000001e-13,leukocyte quantity,GCST90002407|PMID:32888494|Vuckovic D,True,0,,,12.221848749616356,
VPS8,ENSG00000156931,2,27,3,6.000000000000001e-13,myeloid leukocyte count; Systemic inflammatory response syndrome (SIRS) (PheCode 994.1); systemic inflammatory response syndrome,GCST90480648|PMID:39024449|Verma A,True,0,,,12.221848749616356,
USP7,ENSG00000187555,2,162,11,9e-13,lymphocyte count; Lymphocyte count; Leukocyte telomere length; leukocyte quantity; eosinophil count; Eosinophil count; Lymphocyte count (UKB data field 30120),GCST90468082|PMID:39789286|Loya H,True,0,,,12.045757490560675,
CDC25B,ENSG00000101224,2,21,2,3e-12,lymphocyte amount; lymphocyte percentage of leukocytes; Lymphocyte percentage (UKB data field 30180),GCST90309369|PMID:38965376|Carey CE,True,0,,,11.522878745280337,
UBE2F,ENSG00000184182,2,18,7,3e-12,eosinophil count; Eosinophil count; leukocyte quantity,GCST90662906|PMID:40436827|Jee YH,True,0,,,11.522878745280337,
TFAP4,ENSG00000090447,2,83,1,6e-12,"lymphocyte count; lymphocyte (absolute count, maximum, inv-norm transformed)",GCST90475423|PMID:39024449|Verma A,True,0,,,11.221848749616356,
ANP32B,ENSG00000136938,2,102,3,7e-12,eosinophil count; Eosinophil count,GCST90002381|PMID:32888494|Vuckovic D,True,0,,,11.154901959985743,
LIG3,ENSG00000005156,2,16,1,3e-11,Macrophage inflammatory protein 1b levels,GCST004433|PMID:27989323|Ahola-Olli AV,True,0,,,10.522878745280337,
RBCK1,ENSG00000125826,2,17,2,3e-11,eosinophil count; Eosinophil count,GCST90002302|PMID:32888493|Chen MH,True,0,,,10.522878745280337,
KMT2E,ENSG00000005483,2,53,2,4.9999999999999995e-11,myeloid leukocyte count,GCST90002374|PMID:32888493|Chen MH,True,0,,,10.301029995663981,
DHX30,ENSG00000132153,2,6,1,8e-11,Leukocyte telomere length,GCST90709782|PMID:38837026|Liu WS,True,0,,,10.096910013008056,
CSDE1,ENSG00000009307,2,13,1,1e-10,leukocyte quantity,GCST90101726|PMID:34925446|Soremekun O,True,0,,,10.0,
HMGXB3,ENSG00000113716,2,20,1,5e-10,lymphocyte amount,GCST90309369|PMID:38965376|Carey CE,True,0,,,9.301029995663981,
GAB2,ENSG00000033327,2,123,1,1e-09,lymphocyte count; Lymphocyte count,GCST90018962|PMID:34594039|Sakaue S,True,0,,,9.0,
VAV1,ENSG00000141968,2,51,1,4e-09,lymphocyte count; Lymphocyte count,GCST90002388|PMID:32888494|Vuckovic D,True,0,,,8.397940008672037,
MIA2,ENSG00000150527,2,48,1,1e-08,leukocyte quantity,GCST007070|PMID:30595370|Kichaev G,True,0,,,8.0,
NCAPG2,ENSG00000146918,2,12,1,1e-08,Leukocyte telomere length,GCST90709782|PMID:38837026|Liu WS,True,0,,,8.0,
WAPL,ENSG00000062650,2,25,2,1e-08,leukocyte quantity; Amyotrophic lateral sclerosis (sporadic); sporadic amyotrophic lateral sclerosis,GCST90662906|PMID:40436827|Jee YH,True,0,,,8.0,
NFKB2,ENSG00000077150,2,5,1,2e-08,lymphocyte count; Lymphocyte count,GCST90018962|PMID:34594039|Sakaue S,True,0,,,7.698970004336019,
STIP1,ENSG00000168439,2,32,1,3.0000000000000004e-08,lymphocyte count; Lymphocyte count,GCST90018742|PMID:34594039|Sakaue S,True,0,,,7.522878745280337,
WDR59,ENSG00000103091,2,26,1,4e-08,eosinophil count; Eosinophil count,GCST007065|PMID:30595370|Kichaev G,True,0,,,7.3979400086720375,
EIF4G2,ENSG00000110321,2,1,1,2e-06,Sputum eosinophil percentage in COPD; eosinophil percentage of leukocytes,GCST90827699|PMID:38622589|Gao J,True,0,,,5.698970004336019,
COX6C,ENSG00000164919,2,12,1,9e-06,Leukocyte telomere length,GCST009856|PMID:32109421|Li C,True,0,,,5.045757490560675,
LAT,ENSG00000213658,4,19,0,,,,False,0,,,,
PLCG1,ENSG00000124181,4,57,0,,,,False,0,,,,
SENP5,ENSG00000119231,4,3,0,,,,False,0,,,,
BCL10,ENSG00000142867,3,2,0,,,,False,0,,,,
CCNC,ENSG00000112237,3,1,0,,,,False,0,,,,
CHD4,ENSG00000111642,3,42,0,,,,False,0,,,,
CLCC1,ENSG00000121940,3,7,0,,,,False,0,,,,
CYB5R4,ENSG00000065615,3,13,0,,,,False,0,,,,
EIF4G1,ENSG00000114867,3,18,0,,,,False,0,,,,
GNPAT,ENSG00000116906,3,9,0,,,,False,0,,,,
GTF3C6,ENSG00000155115,3,8,0,,,,False,0,,,,
KDM1A,ENSG00000004487,3,19,0,,,,False,0,,,,
LEO1,ENSG00000166477,3,12,0,,,,False,0,,,,
MAEA,ENSG00000090316,3,21,0,,,,False,0,,,,
